Host Name,Possible Missing Planets,Ratio
Kepler-20,4.341631 +/- 0.542704,5:2
Kepler-20,15.522291 +/- 3.880573,5:2
Kepler-20,31.044582 +/- 3.880573,5:2
Kepler-20,1.219698 +/- 0.304924,5:2
Kepler-20,2.439395 +/- 0.304924,5:2
Kepler-20,3.915666 +/- 0.978916,5:2
Kepler-20,7.831331 +/- 0.978916,5:2
Kepler-20,6.988000 +/- 1.747000,5:2
Kepler-20,13.976000 +/- 1.747000,5:2
Kepler-20,1.232035 +/- 0.184805,3:2
Kepler-20,2.464070 +/- 0.184805,3:2
Kepler-20,3.618026 +/- 0.542704,3:2
Kepler-20,7.236052 +/- 0.542704,3:2
Kepler-20,25.870485 +/- 3.880573,3:2
Kepler-20,51.740970 +/- 3.880573,3:2
Kepler-20,2.032829 +/- 0.304924,3:2
Kepler-20,4.065659 +/- 0.304924,3:2
Kepler-20,6.526109 +/- 0.978916,3:2
Kepler-20,13.052219 +/- 0.978916,3:2
Kepler-20,11.646667 +/- 1.747000,3:2
Kepler-20,23.293333 +/- 1.747000,3:2
Kepler-20,3.696105 +/- 0.184805,1:1
Kepler-20,10.854077 +/- 0.542704,1:1
Kepler-20,77.611455 +/- 3.880573,1:1
Kepler-20,6.098488 +/- 0.304924,1:1
Kepler-20,19.578328 +/- 0.978916,1:1
Kepler-20,34.940000 +/- 1.747000,1:1
Kepler-206,3.890993 +/- 0.389099,2:1
Kepler-206,6.568735 +/- 0.656874,2:1
Kepler-206,11.721405 +/- 1.172141,2:1
Kepler-206,1.556397 +/- 0.389099,5:2
Kepler-206,3.112795 +/- 0.389099,5:2
Kepler-206,2.627494 +/- 0.656874,5:2
Kepler-206,5.254988 +/- 0.656874,5:2
Kepler-206,4.688562 +/- 1.172141,5:2
Kepler-206,9.377124 +/- 1.172141,5:2
Kepler-206,2.593996 +/- 0.389099,3:2
Kepler-206,5.187991 +/- 0.389099,3:2
Kepler-206,4.379157 +/- 0.656874,3:2
Kepler-206,8.758314 +/- 0.656874,3:2
Kepler-206,7.814270 +/- 1.172141,3:2
Kepler-206,15.628540 +/- 1.172141,3:2
Kepler-206,7.781987 +/- 0.389099,1:1
Kepler-206,13.137471 +/- 0.656874,1:1
Kepler-206,23.442810 +/- 1.172141,1:1
Kepler-207,0.537288 +/- 0.080593,3:1
Kepler-207,1.023857 +/- 0.153579,3:1
Kepler-207,1.956025 +/- 0.293404,3:1
Kepler-207,0.322373 +/- 0.080593,5:2
Kepler-207,0.644746 +/- 0.080593,5:2
Kepler-207,0.614314 +/- 0.153579,5:2
Kepler-207,1.228628 +/- 0.153579,5:2
Kepler-207,1.173615 +/- 0.293404,5:2
Kepler-207,2.347230 +/- 0.293404,5:2
Kepler-207,0.537288 +/- 0.080593,3:2
Kepler-207,1.074577 +/- 0.080593,3:2
Kepler-207,1.023857 +/- 0.153579,3:2
Kepler-207,2.047714 +/- 0.153579,3:2
Kepler-207,1.956025 +/- 0.293404,3:2
Kepler-207,3.912050 +/- 0.293404,3:2
Kepler-207,1.611865 +/- 0.080593,1:1
Kepler-207,3.071571 +/- 0.153579,1:1
Kepler-207,5.868075 +/- 0.293404,1:1
Kepler-208,1.409547 +/- 0.211432,3:2
Kepler-208,2.819093 +/- 0.211432,3:2
Kepler-208,2.488874 +/- 0.373331,3:2
Kepler-208,4.977749 +/- 0.373331,3:2
Kepler-208,3.710595 +/- 0.556589,3:2
Kepler-208,7.421191 +/- 0.556589,3:2
Kepler-208,5.419819 +/- 0.812973,3:2
Kepler-208,10.839639 +/- 0.812973,3:2
Kepler-208,4.228640 +/- 0.211432,1:1
Kepler-208,7.466623 +/- 0.373331,1:1
Kepler-208,11.131786 +/- 0.556589,1:1
Kepler-208,16.259458 +/- 0.812973,1:1
Kepler-208,2.114320 +/- 0.211432,2:1
Kepler-208,3.733312 +/- 0.373331,2:1
Kepler-208,5.565893 +/- 0.556589,2:1
Kepler-208,8.129729 +/- 0.812973,2:1
Kepler-208,1.409547 +/- 0.211432,3:1
Kepler-208,2.488874 +/- 0.373331,3:1
Kepler-208,3.710595 +/- 0.556589,3:1
Kepler-208,5.419819 +/- 0.812973,3:1
Kepler-208,0.845728 +/- 0.211432,5:2
Kepler-208,1.691456 +/- 0.211432,5:2
Kepler-208,1.493325 +/- 0.373331,5:2
Kepler-208,2.986649 +/- 0.373331,5:2
Kepler-208,2.226357 +/- 0.556589,5:2
Kepler-208,4.452714 +/- 0.556589,5:2
Kepler-208,3.251892 +/- 0.812973,5:2
Kepler-208,6.503783 +/- 0.812973,5:2
Kepler-215,3.120224 +/- 0.468034,3:2
Kepler-215,6.240448 +/- 0.468034,3:2
Kepler-215,4.889036 +/- 0.733355,3:2
Kepler-215,9.778072 +/- 0.733355,3:2
Kepler-215,10.288141 +/- 1.543221,3:2
Kepler-215,20.576282 +/- 1.543221,3:2
Kepler-215,22.720337 +/- 3.408051,3:2
Kepler-215,45.440673 +/- 3.408051,3:2
Kepler-215,9.360672 +/- 0.468034,1:1
Kepler-215,14.667108 +/- 0.733355,1:1
Kepler-215,30.864423 +/- 1.543221,1:1
Kepler-215,68.161010 +/- 3.408051,1:1
Kepler-215,4.680336 +/- 0.468034,2:1
Kepler-215,7.333554 +/- 0.733355,2:1
Kepler-215,15.432211 +/- 1.543221,2:1
Kepler-215,34.080505 +/- 3.408051,2:1
Kepler-215,3.120224 +/- 0.468034,3:1
Kepler-215,4.889036 +/- 0.733355,3:1
Kepler-215,10.288141 +/- 1.543221,3:1
Kepler-215,22.720337 +/- 3.408051,3:1
Kepler-215,1.872134 +/- 0.468034,5:2
Kepler-215,3.744269 +/- 0.468034,5:2
Kepler-215,2.933422 +/- 0.733355,5:2
Kepler-215,5.866843 +/- 0.733355,5:2
Kepler-215,6.172885 +/- 1.543221,5:2
Kepler-215,12.345769 +/- 1.543221,5:2
Kepler-215,13.632202 +/- 3.408051,5:2
Kepler-215,27.264404 +/- 3.408051,5:2
Kepler-218,1.206446 +/- 0.180967,3:2
Kepler-218,2.412891 +/- 0.180967,3:2
Kepler-218,14.899859 +/- 2.234979,3:2
Kepler-218,29.799717 +/- 2.234979,3:2
Kepler-218,41.508155 +/- 6.226223,3:2
Kepler-218,83.016310 +/- 6.226223,3:2
Kepler-218,3.619337 +/- 0.180967,1:1
Kepler-218,44.699576 +/- 2.234979,1:1
Kepler-218,124.524465 +/- 6.226223,1:1
Kepler-218,1.809668 +/- 0.180967,2:1
Kepler-218,22.349788 +/- 2.234979,2:1
Kepler-218,62.262232 +/- 6.226223,2:1
Kepler-218,1.206446 +/- 0.180967,3:1
Kepler-218,14.899859 +/- 2.234979,3:1
Kepler-218,41.508155 +/- 6.226223,3:1
Kepler-218,0.723867 +/- 0.180967,5:2
Kepler-218,1.447735 +/- 0.180967,5:2
Kepler-218,8.939915 +/- 2.234979,5:2
Kepler-218,17.879830 +/- 2.234979,5:2
Kepler-218,24.904893 +/- 6.226223,5:2
Kepler-218,49.809786 +/- 6.226223,5:2
Kepler-219,1.528504 +/- 0.229276,3:2
Kepler-219,3.057008 +/- 0.229276,3:2
Kepler-219,7.571538 +/- 1.135731,3:2
Kepler-219,15.143075 +/- 1.135731,3:2
Kepler-219,15.967882 +/- 2.395182,3:2
Kepler-219,31.935763 +/- 2.395182,3:2
Kepler-219,4.585512 +/- 0.229276,1:1
Kepler-219,22.714613 +/- 1.135731,1:1
Kepler-219,47.903645 +/- 2.395182,1:1
Kepler-219,2.292756 +/- 0.229276,2:1
Kepler-219,11.357306 +/- 1.135731,2:1
Kepler-219,23.951822 +/- 2.395182,2:1
Kepler-219,1.528504 +/- 0.229276,3:1
Kepler-219,7.571538 +/- 1.135731,3:1
Kepler-219,15.967882 +/- 2.395182,3:1
Kepler-219,0.917102 +/- 0.229276,5:2
Kepler-219,1.834205 +/- 0.229276,5:2
Kepler-219,4.542923 +/- 1.135731,5:2
Kepler-219,9.085845 +/- 1.135731,5:2
Kepler-219,9.580729 +/- 2.395182,5:2
Kepler-219,19.161458 +/- 2.395182,5:2
Kepler-220,2.079903 +/- 0.207990,2:1
Kepler-220,4.517099 +/- 0.451710,2:1
Kepler-220,14.061198 +/- 1.406120,2:1
Kepler-220,22.951366 +/- 2.295137,2:1
Kepler-220,0.831961 +/- 0.207990,5:2
Kepler-220,1.663923 +/- 0.207990,5:2
Kepler-220,1.806840 +/- 0.451710,5:2
Kepler-220,3.613680 +/- 0.451710,5:2
Kepler-220,5.624479 +/- 1.406120,5:2
Kepler-220,11.248959 +/- 1.406120,5:2
Kepler-220,9.180547 +/- 2.295137,5:2
Kepler-220,18.361093 +/- 2.295137,5:2
Kepler-220,1.386602 +/- 0.207990,3:2
Kepler-220,2.773205 +/- 0.207990,3:2
Kepler-220,3.011400 +/- 0.451710,3:2
Kepler-220,6.022799 +/- 0.451710,3:2
Kepler-220,9.374132 +/- 1.406120,3:2
Kepler-220,18.748265 +/- 1.406120,3:2
Kepler-220,15.300911 +/- 2.295137,3:2
Kepler-220,30.601822 +/- 2.295137,3:2
Kepler-220,4.159807 +/- 0.207990,1:1
Kepler-220,9.034199 +/- 0.451710,1:1
Kepler-220,28.122397 +/- 1.406120,1:1
Kepler-220,45.902733 +/- 2.295137,1:1
Kepler-221,0.931969 +/- 0.139795,3:1
Kepler-221,1.896862 +/- 0.284529,3:1
Kepler-221,3.347187 +/- 0.502078,3:1
Kepler-221,6.123306 +/- 0.918496,3:1
Kepler-221,0.559181 +/- 0.139795,5:2
Kepler-221,1.118362 +/- 0.139795,5:2
Kepler-221,1.138117 +/- 0.284529,5:2
Kepler-221,2.276234 +/- 0.284529,5:2
Kepler-221,2.008312 +/- 0.502078,5:2
Kepler-221,4.016624 +/- 0.502078,5:2
Kepler-221,3.673983 +/- 0.918496,5:2
Kepler-221,7.347967 +/- 0.918496,5:2
Kepler-221,0.931969 +/- 0.139795,3:2
Kepler-221,1.863937 +/- 0.139795,3:2
Kepler-221,1.896862 +/- 0.284529,3:2
Kepler-221,3.793724 +/- 0.284529,3:2
Kepler-221,3.347187 +/- 0.502078,3:2
Kepler-221,6.694373 +/- 0.502078,3:2
Kepler-221,6.123306 +/- 0.918496,3:2
Kepler-221,12.246611 +/- 0.918496,3:2
Kepler-221,2.795906 +/- 0.139795,1:1
Kepler-221,5.690586 +/- 0.284529,1:1
Kepler-221,10.041560 +/- 0.502078,1:1
Kepler-221,18.369917 +/- 0.918496,1:1
Kepler-222,1.312327 +/- 0.196849,3:2
Kepler-222,2.624654 +/- 0.196849,3:2
Kepler-222,3.362937 +/- 0.504441,3:2
Kepler-222,6.725873 +/- 0.504441,3:2
Kepler-222,9.360637 +/- 1.404096,3:2
Kepler-222,18.721275 +/- 1.404096,3:2
Kepler-222,3.936981 +/- 0.196849,1:1
Kepler-222,10.088810 +/- 0.504441,1:1
Kepler-222,28.081912 +/- 1.404096,1:1
Kepler-222,1.968490 +/- 0.196849,2:1
Kepler-222,5.044405 +/- 0.504441,2:1
Kepler-222,14.040956 +/- 1.404096,2:1
Kepler-222,1.312327 +/- 0.196849,3:1
Kepler-222,3.362937 +/- 0.504441,3:1
Kepler-222,9.360637 +/- 1.404096,3:1
Kepler-222,0.787396 +/- 0.196849,5:2
Kepler-222,1.574792 +/- 0.196849,5:2
Kepler-222,2.017762 +/- 0.504441,5:2
Kepler-222,4.035524 +/- 0.504441,5:2
Kepler-222,5.616382 +/- 1.404096,5:2
Kepler-222,11.232765 +/- 1.404096,5:2
Kepler-223,2.461497 +/- 0.369225,3:1
Kepler-223,3.281880 +/- 0.492282,3:1
Kepler-223,4.929563 +/- 0.739435,3:1
Kepler-223,6.575223 +/- 0.986284,3:1
Kepler-223,1.476898 +/- 0.369225,5:2
Kepler-223,2.953796 +/- 0.369225,5:2
Kepler-223,1.969128 +/- 0.492282,5:2
Kepler-223,3.938256 +/- 0.492282,5:2
Kepler-223,2.957738 +/- 0.739435,5:2
Kepler-223,5.915476 +/- 0.739435,5:2
Kepler-223,3.945134 +/- 0.986284,5:2
Kepler-223,7.890268 +/- 0.986284,5:2
Kepler-223,2.461497 +/- 0.369225,3:2
Kepler-223,4.922993 +/- 0.369225,3:2
Kepler-223,3.281880 +/- 0.492282,3:2
Kepler-223,6.563760 +/- 0.492282,3:2
Kepler-223,4.929563 +/- 0.739435,3:2
Kepler-223,9.859127 +/- 0.739435,3:2
Kepler-223,6.575223 +/- 0.986284,3:2
Kepler-223,13.150447 +/- 0.986284,3:2
Kepler-223,7.384490 +/- 0.369225,1:1
Kepler-223,9.845640 +/- 0.492282,1:1
Kepler-223,14.788690 +/- 0.739435,1:1
Kepler-223,19.725670 +/- 0.986284,1:1
Kepler-224,0.626585 +/- 0.156646,5:2
Kepler-224,1.253170 +/- 0.156646,5:2
Kepler-224,1.185001 +/- 0.296250,5:2
Kepler-224,2.370001 +/- 0.296250,5:2
Kepler-224,2.269879 +/- 0.567470,5:2
Kepler-224,4.539757 +/- 0.567470,5:2
Kepler-224,3.728715 +/- 0.932179,5:2
Kepler-224,7.457431 +/- 0.932179,5:2
Kepler-224,3.132924 +/- 0.156646,1:1
Kepler-224,5.925003 +/- 0.296250,1:1
Kepler-224,11.349393 +/- 0.567470,1:1
Kepler-224,18.643577 +/- 0.932179,1:1
Kepler-226,1.313666 +/- 0.197050,3:1
Kepler-226,1.783185 +/- 0.267478,3:1
Kepler-226,2.703015 +/- 0.405452,3:1
Kepler-226,0.788199 +/- 0.197050,5:2
Kepler-226,1.576399 +/- 0.197050,5:2
Kepler-226,1.069911 +/- 0.267478,5:2
Kepler-226,2.139822 +/- 0.267478,5:2
Kepler-226,1.621809 +/- 0.405452,5:2
Kepler-226,3.243618 +/- 0.405452,5:2
Kepler-226,1.313666 +/- 0.197050,3:2
Kepler-226,2.627331 +/- 0.197050,3:2
Kepler-226,1.783185 +/- 0.267478,3:2
Kepler-226,3.566370 +/- 0.267478,3:2
Kepler-226,2.703015 +/- 0.405452,3:2
Kepler-226,5.406029 +/- 0.405452,3:2
Kepler-226,3.940997 +/- 0.197050,1:1
Kepler-226,5.349555 +/- 0.267478,1:1
Kepler-226,8.109044 +/- 0.405452,1:1
Kepler-235,1.670111 +/- 0.167011,2:1
Kepler-235,3.912452 +/- 0.391245,2:1
Kepler-235,10.030274 +/- 1.003027,2:1
Kepler-235,23.091835 +/- 2.309183,2:1
Kepler-235,1.113407 +/- 0.167011,3:1
Kepler-235,2.608301 +/- 0.391245,3:1
Kepler-235,6.686849 +/- 1.003027,3:1
Kepler-235,15.394556 +/- 2.309183,3:1
Kepler-235,0.668044 +/- 0.167011,5:2
Kepler-235,1.336089 +/- 0.167011,5:2
Kepler-235,1.564981 +/- 0.391245,5:2
Kepler-235,3.129962 +/- 0.391245,5:2
Kepler-235,4.012110 +/- 1.003027,5:2
Kepler-235,8.024219 +/- 1.003027,5:2
Kepler-235,9.236734 +/- 2.309183,5:2
Kepler-235,18.473468 +/- 2.309183,5:2
Kepler-235,3.340222 +/- 0.167011,1:1
Kepler-235,7.824904 +/- 0.391245,1:1
Kepler-235,20.060548 +/- 1.003027,1:1
Kepler-235,46.183669 +/- 2.309183,1:1
Kepler-238,0.418175 +/- 0.104544,5:2
Kepler-238,0.836350 +/- 0.104544,5:2
Kepler-238,1.231111 +/- 0.307778,5:2
Kepler-238,2.462223 +/- 0.307778,5:2
Kepler-238,2.646710 +/- 0.661677,5:2
Kepler-238,5.293420 +/- 0.661677,5:2
Kepler-238,4.730800 +/- 1.182700,5:2
Kepler-238,9.461600 +/- 1.182700,5:2
Kepler-238,10.089400 +/- 2.522350,5:2
Kepler-238,20.178800 +/- 2.522350,5:2
Kepler-238,2.090876 +/- 0.104544,1:1
Kepler-238,6.155557 +/- 0.307778,1:1
Kepler-238,13.233549 +/- 0.661677,1:1
Kepler-238,23.654000 +/- 1.182700,1:1
Kepler-238,50.447000 +/- 2.522350,1:1
Kepler-244,1.437264 +/- 0.215590,3:1
Kepler-244,3.255764 +/- 0.488365,3:1
Kepler-244,6.683467 +/- 1.002520,3:1
Kepler-244,0.862358 +/- 0.215590,5:2
Kepler-244,1.724717 +/- 0.215590,5:2
Kepler-244,1.953458 +/- 0.488365,5:2
Kepler-244,3.906917 +/- 0.488365,5:2
Kepler-244,4.010080 +/- 1.002520,5:2
Kepler-244,8.020160 +/- 1.002520,5:2
Kepler-244,1.437264 +/- 0.215590,3:2
Kepler-244,2.874528 +/- 0.215590,3:2
Kepler-244,3.255764 +/- 0.488365,3:2
Kepler-244,6.511528 +/- 0.488365,3:2
Kepler-244,6.683467 +/- 1.002520,3:2
Kepler-244,13.366934 +/- 1.002520,3:2
Kepler-244,4.311792 +/- 0.215590,1:1
Kepler-244,9.767292 +/- 0.488365,1:1
Kepler-244,20.050401 +/- 1.002520,1:1
Kepler-245,2.496730 +/- 0.374510,3:1
Kepler-245,5.820271 +/- 0.873041,3:1
Kepler-245,12.092369 +/- 1.813855,3:1
Kepler-245,1.073274 +/- 0.160991,3:1
Kepler-245,1.498038 +/- 0.374510,5:2
Kepler-245,2.996076 +/- 0.374510,5:2
Kepler-245,3.492162 +/- 0.873041,5:2
Kepler-245,6.984325 +/- 0.873041,5:2
Kepler-245,7.255422 +/- 1.813855,5:2
Kepler-245,14.510843 +/- 1.813855,5:2
Kepler-245,0.643964 +/- 0.160991,5:2
Kepler-245,1.287928 +/- 0.160991,5:2
Kepler-245,2.496730 +/- 0.374510,3:2
Kepler-245,4.993460 +/- 0.374510,3:2
Kepler-245,5.820271 +/- 0.873041,3:2
Kepler-245,11.640541 +/- 0.873041,3:2
Kepler-245,12.092369 +/- 1.813855,3:2
Kepler-245,24.184739 +/- 1.813855,3:2
Kepler-245,1.073274 +/- 0.160991,3:2
Kepler-245,2.146547 +/- 0.160991,3:2
Kepler-245,7.490190 +/- 0.374510,1:1
Kepler-245,17.460812 +/- 0.873041,1:1
Kepler-245,36.277108 +/- 1.813855,1:1
Kepler-245,3.219821 +/- 0.160991,1:1
Kepler-247,1.668080 +/- 0.166808,2:1
Kepler-247,4.719726 +/- 0.471973,2:1
Kepler-247,10.238956 +/- 1.023896,2:1
Kepler-247,1.112053 +/- 0.166808,3:1
Kepler-247,3.146484 +/- 0.471973,3:1
Kepler-247,6.825971 +/- 1.023896,3:1
Kepler-247,0.667232 +/- 0.166808,5:2
Kepler-247,1.334464 +/- 0.166808,5:2
Kepler-247,1.887890 +/- 0.471973,5:2
Kepler-247,3.775781 +/- 0.471973,5:2
Kepler-247,4.095582 +/- 1.023896,5:2
Kepler-247,8.191165 +/- 1.023896,5:2
Kepler-247,3.336160 +/- 0.166808,1:1
Kepler-247,9.439452 +/- 0.471973,1:1
Kepler-247,20.477912 +/- 1.023896,1:1
Kepler-25,2.079432 +/- 0.311915,3:1
Kepler-25,4.240233 +/- 0.636035,3:1
Kepler-25,40.800000 +/- 6.120000,3:1
Kepler-25,1.247659 +/- 0.311915,5:2
Kepler-25,2.495319 +/- 0.311915,5:2
Kepler-25,2.544140 +/- 0.636035,5:2
Kepler-25,5.088280 +/- 0.636035,5:2
Kepler-25,24.480000 +/- 6.120000,5:2
Kepler-25,48.960000 +/- 6.120000,5:2
Kepler-25,2.079432 +/- 0.311915,3:2
Kepler-25,4.158865 +/- 0.311915,3:2
Kepler-25,4.240233 +/- 0.636035,3:2
Kepler-25,8.480467 +/- 0.636035,3:2
Kepler-25,40.800000 +/- 6.120000,3:2
Kepler-25,81.600000 +/- 6.120000,3:2
Kepler-25,6.238297 +/- 0.311915,1:1
Kepler-25,12.720700 +/- 0.636035,1:1
Kepler-25,122.400000 +/- 6.120000,1:1
Kepler-251,2.395468 +/- 0.239547,2:1
Kepler-251,8.257022 +/- 0.825702,2:1
Kepler-251,15.066501 +/- 1.506650,2:1
Kepler-251,49.820081 +/- 4.982008,2:1
Kepler-251,1.596979 +/- 0.239547,3:1
Kepler-251,5.504681 +/- 0.825702,3:1
Kepler-251,10.044334 +/- 1.506650,3:1
Kepler-251,33.213387 +/- 4.982008,3:1
Kepler-251,0.958187 +/- 0.239547,5:2
Kepler-251,1.916374 +/- 0.239547,5:2
Kepler-251,3.302809 +/- 0.825702,5:2
Kepler-251,6.605617 +/- 0.825702,5:2
Kepler-251,6.026600 +/- 1.506650,5:2
Kepler-251,12.053200 +/- 1.506650,5:2
Kepler-251,19.928032 +/- 4.982008,5:2
Kepler-251,39.856064 +/- 4.982008,5:2
Kepler-251,4.790936 +/- 0.239547,1:1
Kepler-251,16.514043 +/- 0.825702,1:1
Kepler-251,30.133001 +/- 1.506650,1:1
Kepler-251,99.640161 +/- 4.982008,1:1
Kepler-253,1.261329 +/- 0.189199,3:2
Kepler-253,2.522657 +/- 0.189199,3:2
Kepler-253,3.427317 +/- 0.514098,3:2
Kepler-253,6.854634 +/- 0.514098,3:2
Kepler-253,6.039956 +/- 0.905993,3:2
Kepler-253,12.079913 +/- 0.905993,3:2
Kepler-253,3.783986 +/- 0.189199,1:1
Kepler-253,10.281951 +/- 0.514098,1:1
Kepler-253,18.119869 +/- 0.905993,1:1
Kepler-253,1.891993 +/- 0.189199,2:1
Kepler-253,5.140975 +/- 0.514098,2:1
Kepler-253,9.059935 +/- 0.905993,2:1
Kepler-253,1.261329 +/- 0.189199,3:1
Kepler-253,3.427317 +/- 0.514098,3:1
Kepler-253,6.039956 +/- 0.905993,3:1
Kepler-253,0.756797 +/- 0.189199,5:2
Kepler-253,1.513594 +/- 0.189199,5:2
Kepler-253,2.056390 +/- 0.514098,5:2
Kepler-253,4.112780 +/- 0.514098,5:2
Kepler-253,3.623974 +/- 0.905993,5:2
Kepler-253,7.247948 +/- 0.905993,5:2
Kepler-256,0.540164 +/- 0.081025,3:1
Kepler-256,1.129340 +/- 0.169401,3:1
Kepler-256,1.946391 +/- 0.291959,3:1
Kepler-256,3.560524 +/- 0.534079,3:1
Kepler-256,0.324099 +/- 0.081025,5:2
Kepler-256,0.648197 +/- 0.081025,5:2
Kepler-256,0.677604 +/- 0.169401,5:2
Kepler-256,1.355208 +/- 0.169401,5:2
Kepler-256,1.167834 +/- 0.291959,5:2
Kepler-256,2.335669 +/- 0.291959,5:2
Kepler-256,2.136314 +/- 0.534079,5:2
Kepler-256,4.272629 +/- 0.534079,5:2
Kepler-256,0.540164 +/- 0.081025,3:2
Kepler-256,1.080329 +/- 0.081025,3:2
Kepler-256,1.129340 +/- 0.169401,3:2
Kepler-256,2.258680 +/- 0.169401,3:2
Kepler-256,1.946391 +/- 0.291959,3:2
Kepler-256,3.892781 +/- 0.291959,3:2
Kepler-256,3.560524 +/- 0.534079,3:2
Kepler-256,7.121048 +/- 0.534079,3:2
Kepler-256,1.620493 +/- 0.081025,1:1
Kepler-256,3.388020 +/- 0.169401,1:1
Kepler-256,5.839172 +/- 0.291959,1:1
Kepler-256,10.681572 +/- 0.534079,1:1
Kepler-257,0.794222 +/- 0.119133,3:2
Kepler-257,1.588445 +/- 0.119133,3:2
Kepler-257,2.193828 +/- 0.329074,3:2
Kepler-257,4.387656 +/- 0.329074,3:2
Kepler-257,8.221517 +/- 1.233228,3:2
Kepler-257,16.443034 +/- 1.233228,3:2
Kepler-257,2.382667 +/- 0.119133,1:1
Kepler-257,6.581484 +/- 0.329074,1:1
Kepler-257,24.664551 +/- 1.233228,1:1
Kepler-257,1.191334 +/- 0.119133,2:1
Kepler-257,3.290742 +/- 0.329074,2:1
Kepler-257,12.332275 +/- 1.233228,2:1
Kepler-257,0.794222 +/- 0.119133,3:1
Kepler-257,2.193828 +/- 0.329074,3:1
Kepler-257,8.221517 +/- 1.233228,3:1
Kepler-257,0.476533 +/- 0.119133,5:2
Kepler-257,0.953067 +/- 0.119133,5:2
Kepler-257,1.316297 +/- 0.329074,5:2
Kepler-257,2.632594 +/- 0.329074,5:2
Kepler-257,4.932910 +/- 1.233228,5:2
Kepler-257,9.865820 +/- 1.233228,5:2
Kepler-26,4.093333 +/- 0.614000,3:2
Kepler-26,8.186667 +/- 0.614000,3:2
Kepler-26,5.751967 +/- 0.862795,3:2
Kepler-26,11.503933 +/- 0.862795,3:2
Kepler-26,1.181306 +/- 0.177196,3:2
Kepler-26,2.362613 +/- 0.177196,3:2
Kepler-26,15.609305 +/- 2.341396,3:2
Kepler-26,31.218610 +/- 2.341396,3:2
Kepler-26,12.280000 +/- 0.614000,1:1
Kepler-26,17.255900 +/- 0.862795,1:1
Kepler-26,3.543919 +/- 0.177196,1:1
Kepler-26,46.827915 +/- 2.341396,1:1
Kepler-26,6.140000 +/- 0.614000,2:1
Kepler-26,8.627950 +/- 0.862795,2:1
Kepler-26,1.771959 +/- 0.177196,2:1
Kepler-26,23.413957 +/- 2.341396,2:1
Kepler-26,4.093333 +/- 0.614000,3:1
Kepler-26,5.751967 +/- 0.862795,3:1
Kepler-26,1.181306 +/- 0.177196,3:1
Kepler-26,15.609305 +/- 2.341396,3:1
Kepler-26,2.456000 +/- 0.614000,5:2
Kepler-26,4.912000 +/- 0.614000,5:2
Kepler-26,3.451180 +/- 0.862795,5:2
Kepler-26,6.902360 +/- 0.862795,5:2
Kepler-26,0.708784 +/- 0.177196,5:2
Kepler-26,1.417568 +/- 0.177196,5:2
Kepler-26,9.365583 +/- 2.341396,5:2
Kepler-26,18.731166 +/- 2.341396,5:2
Kepler-265,3.423131 +/- 0.342313,2:1
Kepler-265,8.514468 +/- 0.851447,2:1
Kepler-265,21.565309 +/- 2.156531,2:1
Kepler-265,33.915512 +/- 3.391551,2:1
Kepler-265,2.282087 +/- 0.342313,3:1
Kepler-265,5.676312 +/- 0.851447,3:1
Kepler-265,14.376872 +/- 2.156531,3:1
Kepler-265,22.610341 +/- 3.391551,3:1
Kepler-265,2.282087 +/- 0.342313,3:2
Kepler-265,4.564175 +/- 0.342313,3:2
Kepler-265,5.676312 +/- 0.851447,3:2
Kepler-265,11.352625 +/- 0.851447,3:2
Kepler-265,14.376872 +/- 2.156531,3:2
Kepler-265,28.753745 +/- 2.156531,3:2
Kepler-265,22.610341 +/- 3.391551,3:2
Kepler-265,45.220683 +/- 3.391551,3:2
Kepler-267,1.117909 +/- 0.167686,3:1
Kepler-267,2.292483 +/- 0.343873,3:1
Kepler-267,9.488172 +/- 1.423226,3:1
Kepler-267,0.670746 +/- 0.167686,5:2
Kepler-267,1.341491 +/- 0.167686,5:2
Kepler-267,1.375490 +/- 0.343873,5:2
Kepler-267,2.750980 +/- 0.343873,5:2
Kepler-267,5.692903 +/- 1.423226,5:2
Kepler-267,11.385806 +/- 1.423226,5:2
Kepler-267,1.117909 +/- 0.167686,3:2
Kepler-267,2.235819 +/- 0.167686,3:2
Kepler-267,2.292483 +/- 0.343873,3:2
Kepler-267,4.584967 +/- 0.343873,3:2
Kepler-267,9.488172 +/- 1.423226,3:2
Kepler-267,18.976343 +/- 1.423226,3:2
Kepler-267,3.353728 +/- 0.167686,1:1
Kepler-267,6.877450 +/- 0.343873,1:1
Kepler-267,28.464515 +/- 1.423226,1:1
Kepler-27,5.111600 +/- 0.766740,3:1
Kepler-27,10.443633 +/- 1.566545,3:1
Kepler-27,2.182097 +/- 0.327314,3:1
Kepler-27,3.066960 +/- 0.766740,5:2
Kepler-27,6.133920 +/- 0.766740,5:2
Kepler-27,6.266180 +/- 1.566545,5:2
Kepler-27,12.532360 +/- 1.566545,5:2
Kepler-27,1.309258 +/- 0.327314,5:2
Kepler-27,2.618516 +/- 0.327314,5:2
Kepler-27,5.111600 +/- 0.766740,3:2
Kepler-27,10.223200 +/- 0.766740,3:2
Kepler-27,10.443633 +/- 1.566545,3:2
Kepler-27,20.887267 +/- 1.566545,3:2
Kepler-27,2.182097 +/- 0.327314,3:2
Kepler-27,4.364193 +/- 0.327314,3:2
Kepler-27,15.334800 +/- 0.766740,1:1
Kepler-27,31.330900 +/- 1.566545,1:1
